Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
2113,27,3.0,90.30335475410564,53.74245930104111,10.0,22,22.0,2007,0.041116354,B,B,53,14892,4,,1,4,B
1590,27,3.0,79.94568973050725,,1.0,14,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B
11509,23,1.0,41.84121953760976,,0.0,26,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
7371,27,2.0,62.8270114526808,59.63789391426993,10.0,10,10.0,2013,0.011654127,B,B,4,915,0,,0,0,B
3214,1,1.0,42.00672251324847,41.11711742689751,10.0,3,9.0,2017,0.007122317,B,B,1,264,0,,0,1,B
14559,48,1.0,40.456474710113966,22.219132618421863,8.0,11,17.0,1997,0.041124634,B,B,46,9515,5,,1,10,B
10672,42,3.0,81.42875762001425,48.61103342868251,8.0,7,9.0,2006,0.158249043,B,B,21,5731,0,,1,0,B
11086,21,2.0,42.70799497329023,29.035438476677943,5.0,9,8.0,1964,0.149666373,B,B,22,4789,2,4087.0,4,1,B
821,46,2.0,47.57343923240528,30.57739952226616,6.0,9,9.0,1971,0.0,B,B,47,11319,0,1145.0,3,5,B
15858,9,5.0,97.53781458586472,63.57199680170848,8.0,5,14.0,1995,0.136244425,B,B,11,2370,0,,0,1,B
11259,6,1.0,47.873731370491896,,1.0,12,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
13489,8,2.0,55.994646279670846,30.43115579386288,10.0,3,20.0,2008,0.458174486,B,A,26,4439,1,1130.0,1,5,B
9160,46,2.0,42.16997915808528,27.15774743241378,5.0,3,5.0,1966,0.188783766,B,B,31,6137,4,,0,1,B
11331,29,1.0,53.79681104495035,19.425507439261047,11.0,15,20.0,2012,0.069660344,B,B,31,6119,4,,1,2,B
2429,44,3.0,65.76224950166058,46.94310181084354,9.0,12,12.0,1967,0.232205084,B,B,24,4860,1,80.0,0,3,B
6058,61,3.0,60.20372849445286,43.622660553574,6.0,9,9.0,1977,0.300322518,B,B,52,10311,6,,1,9,B
9602,32,2.0,61.93505830937663,36.34872803024408,10.0,17,22.0,2010,0.135649789,B,B,46,7960,6,350.0,3,11,B
4722,104,4.0,81.55730568866873,81.6473778021562,11.0,10,10.0,1955,0.212515361,B,B,19,3293,16,628.0,3,7,B
3249,70,1.0,36.04589052068201,21.59877795600963,7.0,8,9.0,1974,0.002211665,B,B,39,7614,3,,1,5,A
13010,47,1.0,36.99710421494543,20.39821726072008,8.0,16,16.0,1980,0.101872465,B,B,23,4583,3,,3,3,B
7499,102,2.0,56.32151968268554,35.28136366971964,8.0,7,8.0,1956,0.23861713,B,B,26,3889,6,705.0,3,6,B
8165,62,3.0,139.1015233124246,,20.0,4,3.0,2015,0.072157581,B,B,2,629,1,,0,0,A
3885,74,2.0,78.96900311399234,,1.0,10,1.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
11985,1,2.0,66.56207107935955,66.4415603132246,1.0,9,20.0,1977,0.007122317,B,B,1,264,0,,0,1,B
1731,23,2.0,54.59602783454718,31.225905869635525,10.0,4,3.0,2016,0.005767451,B,B,1,388,0,,0,0,B
7743,6,3.0,77.40637155066531,75.99495864522427,1.0,1,1.0,2014,0.243204519,B,B,5,1564,0,540.0,0,0,B
10515,1,3.0,66.37657107168168,42.905683080574256,8.0,8,14.0,1991,0.025609157,B,B,33,5261,0,240.0,3,1,B
13924,9,1.0,41.26247404924529,,1.0,2,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
10605,68,2.0,51.73471564830852,33.732871867194966,6.0,11,12.0,1969,0.0,B,B,33,7425,1,,2,5,B
8065,9,1.0,46.99659303712546,25.320497206595466,8.0,13,12.0,1978,0.13012277,B,B,8,1986,0,,0,0,B
1522,27,1.0,41.097757036421775,18.532148589130696,8.0,17,16.0,2013,0.017647053,B,B,2,469,0,,0,0,B
3934,57,2.0,46.765074375634384,32.82121274068997,5.0,3,5.0,1963,0.133215333,B,B,49,11395,3,1406.0,3,4,A
446,113,2.0,48.87462410861485,28.3513856321213,5.0,7,5.0,1966,0.060753049,B,B,15,2787,2,520.0,0,7,B
12055,74,2.0,61.44071615862152,62.13607787416767,1.0,10,12.0,2017,0.309479124,B,B,35,7715,4,990.0,0,6,B
4220,96,3.0,72.2771063144917,45.96875827731828,9.0,17,17.0,1997,0.041116354,B,B,53,14892,4,,1,4,B
1529,52,1.0,40.35607174342222,,1.0,14,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
12958,25,1.0,37.225984021907145,,1.0,25,25.0,1977,0.069753361,B,B,53,13670,4,,1,11,B
172,6,2.0,63.53702152878179,,1.0,9,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
6639,9,2.0,66.38613911569288,36.12459553770475,13.0,14,14.0,2008,0.161531741,B,B,25,5648,1,30.0,2,4,B
11895,30,2.0,65.77650282396219,,1.0,14,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
6894,84,1.0,19.166821160129555,14.86517237568946,0.0,6,5.0,1965,0.149666373,B,B,22,4789,2,4087.0,4,1,B
7697,98,3.0,107.34229261327287,53.45225104395614,12.0,6,23.0,2006,0.195781053,B,B,23,5212,6,,3,2,B
555,7,4.0,74.9597581751952,74.03072342454782,6.0,5,16.0,1972,0.130617806,B,B,39,10418,9,900.0,1,9,B
14089,1,1.0,50.784439006628006,,1.0,14,24.0,1977,0.007122317,B,B,1,264,0,,0,1,B
16767,37,3.0,84.2320458083353,49.4728772457389,9.0,4,9.0,1975,0.127811589,B,B,28,7287,5,320.0,1,3,B
15301,107,2.0,39.77720097603597,25.89793944019036,5.0,4,9.0,1966,0.174739084,B,B,17,3379,9,100.0,0,3,B
15289,58,2.0,65.23318019605047,69.88778236415921,1.0,4,3.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
5040,45,3.0,81.73904706914706,,1.0,12,1.0,1977,0.195781053,B,B,23,5212,6,,3,2,B
9403,78,1.0,37.47990798928021,22.92666716114237,7.0,3,14.0,1999,0.092290642,B,B,21,4346,2,165.0,1,2,B
9563,85,2.0,67.21484893833622,31.096261190293685,10.0,13,22.0,1990,0.037177818,B,B,52,11217,1,2300.0,1,7,B
459,115,2.0,49.22590275044492,28.227374643681745,5.0,7,14.0,1973,1.8e-09,B,B,16,3681,73,1815.0,2,5,B
2863,118,2.0,48.42291242257316,32.38563495534654,1.0,3,9.0,1980,0.341071945,B,B,27,5664,48,2300.0,3,11,B
4532,6,1.0,61.58662897805775,58.05748828101017,1.0,19,25.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
1917,102,3.0,67.96493359177495,49.797929941249,7.0,9,16.0,1989,0.23861713,B,B,26,3889,6,705.0,3,6,B
5905,62,1.0,49.83759525972453,,1.0,6,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A
12401,6,3.0,79.50640578376672,44.54247189104824,12.0,18,17.0,2013,0.243204519,B,B,5,1564,0,540.0,0,0,B
430,46,1.0,38.38930714124699,23.51992066440484,7.0,15,21.0,1994,0.0,B,B,47,11319,0,1145.0,3,5,B
7902,9,1.0,43.48657073374064,,1.0,5,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
2158,27,2.0,65.64769300184166,60.727850739324296,1.0,8,17.0,2017,0.011654127,B,B,4,915,0,,0,0,B
5851,126,2.0,43.4418493192298,28.86930015011006,5.0,3,5.0,1965,0.333891544,B,B,30,6564,1,,0,0,B
914,1,2.0,64.13446724463208,65.60843683460689,1.0,16,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
13387,39,3.0,63.34118073071559,44.735961828570176,5.0,9,9.0,1974,0.428825818,B,B,25,5011,8,730.0,0,2,B
9862,88,1.0,36.173504946841405,20.03631568958179,8.0,11,9.0,1974,0.127375905,B,B,43,8429,3,,3,9,B
1023,87,3.0,66.81654429945685,41.06250851752099,8.0,5,14.0,1987,0.100455735,B,B,43,7227,0,,1,6,A
514,119,1.0,45.033640221405456,20.31315453147781,10.0,13,24.0,2007,0.000995363,B,B,42,7651,1,,1,5,B
10016,44,2.0,45.24285161400138,31.742719458332715,6.0,1,9.0,1976,0.122190486,B,B,25,4724,2,1308.0,1,3,B
15589,71,2.0,54.73818372647667,30.14730891826025,11.0,15,16.0,1983,0.407276235,A,B,9,1768,0,370.0,0,0,A
5240,27,3.0,89.2180617330808,,0.0,8,22.0,1977,0.051815435,B,B,5,1227,0,,0,0,B
3330,90,2.0,49.11334648031675,31.38352723309411,5.0,2,5.0,1970,0.265088676,B,B,37,5288,0,1937.0,3,2,B
16490,30,3.0,79.43143469050823,,1.0,6,1.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
928,61,2.0,45.54518102738886,30.041336571121988,6.0,6,9.0,1977,0.300322518,B,B,52,10311,6,,1,9,B
926,21,1.0,35.23450776563746,19.026635381492337,5.0,6,5.0,1962,0.034331497,B,B,25,5487,3,,0,4,B
2238,53,1.0,40.445269304810864,22.45610071402421,9.0,11,14.0,1975,0.313924552,B,B,22,4625,11,3855.0,2,10,B
11469,26,1.0,36.0606921771731,22.822802003987487,5.0,3,5.0,1964,0.0,B,B,36,6714,2,2672.0,0,2,B
8622,23,1.0,40.29525080704799,,1.0,4,4.0,2017,0.034656082,B,B,0,168,0,,0,0,B
160,70,1.0,35.1465209872266,23.86211230003187,6.0,10,9.0,1976,0.002211665,B,B,39,7614,3,,1,5,A
14260,37,2.0,45.08029927620226,31.3639592896544,6.0,3,9.0,1974,0.127811589,B,B,28,7287,5,320.0,1,3,B
12001,2,3.0,80.85583154900019,50.10515129310386,10.0,4,5.0,1960,0.130617806,B,B,39,10418,9,900.0,1,9,B
11683,67,2.0,56.54042603853461,30.30046506265157,8.0,4,12.0,1976,0.100455735,B,B,43,7227,0,,1,6,A
2248,176,2.0,55.43949158213666,33.913863104540404,8.0,5,16.0,1986,0.08761909,B,B,8,1497,5,,1,0,B
10707,99,2.0,46.47378108552893,31.931702019735926,6.0,7,9.0,1971,0.033493708,B,B,66,10573,1,1322.0,3,8,B
1761,21,1.0,34.46598080533552,20.7475869872418,5.0,5,5.0,1962,0.034331497,B,B,25,5487,3,,0,4,B
6427,35,1.0,34.78264511693794,18.128566770165705,7.0,9,9.0,1971,0.089039719,B,B,33,7976,5,,0,11,B
4929,27,2.0,57.16621628827778,55.8861240689206,12.0,3,5.0,1977,0.07542368,B,B,11,3097,0,,0,0,B
1965,170,3.0,61.68213894646274,39.23364920606232,6.0,9,9.0,1970,0.21843974,B,B,21,4472,6,1450.0,4,7,A
6273,61,2.0,47.48969088138692,28.189122288726026,6.0,1,12.0,1981,0.300322518,B,B,52,10311,6,,1,9,B
9825,1,3.0,78.95747310077583,80.84999518168216,0.0,16,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
4304,31,3.0,79.1999006785866,52.59950397413879,9.0,5,5.0,1957,0.151346216,B,A,32,5889,10,830.0,4,1,B
8877,55,3.0,85.9993289356634,44.89264173611284,10.0,16,17.0,1989,0.041365446,B,B,31,5569,0,,1,4,B
5309,3,2.0,55.31909776785219,31.58049429766585,9.0,6,12.0,1974,0.050900058,B,B,43,10621,1,30.0,2,3,B
16750,74,2.0,51.15740339100298,48.62978589972374,0.0,5,3.0,2017,0.075778755,B,B,6,1437,3,,0,2,B
15313,76,1.0,37.58702793369136,15.039961283814428,7.0,3,9.0,1965,0.0,B,B,7,1660,39,1786.0,1,5,B
13103,8,2.0,67.28265780219178,35.2447612955446,12.0,6,16.0,2015,0.092290642,B,B,21,4346,2,165.0,1,2,B
721,29,1.0,39.24073097663606,21.31060259811018,6.0,5,5.0,1954,0.069660344,B,B,31,6119,4,,1,2,B
2147,71,1.0,40.419643083277386,23.67126165122221,8.0,3,14.0,1997,0.033493708,B,B,66,10573,1,1322.0,3,8,B
6367,113,3.0,76.9657116441348,47.70559044355444,10.0,11,17.0,1976,0.050755569,B,B,24,5469,1,145.0,0,1,B
2168,23,3.0,104.99227440760984,,1.0,23,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
9972,35,2.0,48.75602723826065,33.10156162254325,6.0,9,9.0,1968,0.089039719,B,B,33,7976,5,,0,11,B
7251,5,3.0,67.56685140080488,47.50794413577214,9.0,9,14.0,1973,0.150817539,B,B,16,3433,4,2643.0,4,5,B
15870,44,2.0,54.30058654863748,33.52509646552473,8.0,2,14.0,1990,0.036122292,B,B,24,4378,0,1036.0,1,1,B
4642,148,1.0,36.77118745504711,19.947289420358807,7.0,2,12.0,1974,0.313924552,B,B,22,4625,11,3855.0,2,10,B
9409,8,1.0,33.77103192610992,21.58666277754625,6.0,6,9.0,1971,0.458174486,B,A,26,4439,1,1130.0,1,5,B
11837,9,3.0,83.2654497292242,,1.0,9,18.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
8673,27,1.0,47.058040732585056,,1.0,4,16.0,2015,0.072157581,B,B,2,629,1,,0,0,A
11879,37,2.0,64.32031012027858,57.15184225183925,10.0,14,25.0,2018,0.178916796,B,B,18,3594,4,192.0,1,5,B
6785,25,1.0,46.36038505647989,,1.0,20,1.0,2015,0.069753361,B,B,53,13670,4,,1,11,B
7990,161,3.0,78.68451988651363,47.87612552609425,10.0,18,17.0,1995,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
16531,93,3.0,136.38939120926491,136.68919128618822,0.0,1,1.0,1977,0.004949358,B,B,0,186,0,,0,0,B
12717,56,2.0,48.85211455499908,30.114412127526432,6.0,6,12.0,1971,0.035145267,B,B,42,9292,3,2620.0,0,3,B
1723,30,2.0,56.4924554674657,,1.0,1,4.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
7031,6,1.0,37.23972150562901,41.385675977757366,0.0,16,0.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
1346,27,3.0,87.19056472457856,85.62139656060491,11.0,7,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
16138,38,3.0,93.6981221682798,94.52146490100743,10.0,21,27.0,2018,0.060753049,B,B,15,2787,2,520.0,0,7,B
16789,128,2.0,56.85609336931938,30.515712245388013,8.0,9,14.0,1998,0.041116354,B,B,53,14892,4,,1,4,B
13618,23,2.0,53.1267397766088,,1.0,3,3.0,1977,0.005767451,B,B,1,388,0,,0,0,B
16645,54,2.0,78.01379924664572,76.68194721885853,1.0,9,1.0,2014,0.006076152,B,B,30,5285,0,645.0,6,6,B
5132,6,1.0,39.35238606819616,,1.0,12,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
12708,3,1.0,36.027518157274315,22.967618225187287,7.0,11,12.0,1975,0.050900058,B,B,43,10621,1,30.0,2,3,B
1890,42,1.0,41.99188404861415,24.850066270280248,8.0,6,9.0,2006,0.158249043,B,B,21,5731,0,,1,0,B
14806,58,2.0,70.89480810743805,2.8194152018474337,1.0,7,1.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
3555,93,2.0,58.24019529818271,33.757580221080296,9.0,13,24.0,2014,0.050900058,B,B,43,10621,1,30.0,2,3,B
2115,62,2.0,74.84267846408036,,0.0,16,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
11500,54,3.0,119.32063060724892,118.66721021762872,1.0,8,7.0,2015,0.006076152,B,B,30,5285,0,645.0,6,6,B
2569,6,1.0,40.69563140466281,,0.0,17,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
11732,1,1.0,46.59728313118976,,1.0,17,24.0,1977,0.007122317,B,B,1,264,0,,0,1,B
4048,26,1.0,83.78632923735773,36.61505212250033,14.0,16,30.0,2011,0.0,B,B,36,6714,2,2672.0,0,2,B
3308,30,1.0,39.21252608315883,,1.0,15,15.0,2018,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
16551,29,2.0,42.6950943039484,22.75673395068146,7.0,8,9.0,1968,0.069660344,B,B,31,6119,4,,1,2,B
2144,180,3.0,79.55452459458918,55.08029497403938,7.0,4,4.0,1958,0.037316452,B,B,32,6748,93,562.0,4,10,B
2903,25,3.0,97.35372732075814,,1.0,23,24.0,1977,0.069753361,B,B,53,13670,4,,1,11,B
4229,110,1.0,41.92652687540213,24.40499919796227,10.0,14,18.0,1996,0.033493708,B,B,66,10573,1,1322.0,3,8,B
7390,156,2.0,52.81887681410856,34.616208430601624,9.0,12,17.0,2008,0.007658515,B,B,35,7077,56,2301.0,3,19,B
13944,99,2.0,48.876471556015794,31.489087158652204,6.0,4,9.0,1976,0.033493708,B,B,66,10573,1,1322.0,3,8,B
14935,30,1.0,49.38730567178187,,1.0,14,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
1730,9,1.0,43.52120305928807,45.3108695228277,1.0,5,18.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
9326,2,3.0,67.48336609957838,50.00576503120798,7.0,17,16.0,1993,0.309479124,B,B,35,7715,4,990.0,0,6,B
1050,23,1.0,56.63252099239515,52.16635271013268,0.0,4,0.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
13013,78,1.0,40.11558620314575,22.172470685671936,9.0,14,17.0,2013,0.092290642,B,B,21,4346,2,165.0,1,2,B
959,147,3.0,85.50478935232744,56.02054251324586,8.0,12,11.0,1960,0.319809354,B,B,25,4756,16,2857.0,5,8,B
16079,11,4.0,70.4699405505211,44.73090601596763,6.0,6,9.0,1970,0.0001696759999999,B,B,36,5992,0,,1,1,B
7064,41,4.0,68.87073067414137,47.88058427156124,6.0,2,9.0,1976,0.036122292,B,B,24,4378,0,1036.0,1,1,B
14523,1,2.0,65.4833576768554,,1.0,17,20.0,1977,0.007122317,B,B,1,264,0,,0,1,B
2452,86,1.0,36.91668454287291,21.385127571564823,8.0,3,4.0,1962,0.161975568,B,A,31,7010,5,4508.0,3,7,B
4940,67,2.0,51.1355123332172,35.94833229924701,9.0,11,12.0,1977,0.100455735,B,B,43,7227,0,,1,6,A
1129,83,3.0,78.16075421670783,48.9452006002049,10.0,12,17.0,1986,0.0077202819999999,B,B,38,4788,2,,0,4,B
8354,62,2.0,62.5937866412943,59.78684445263104,10.0,1,16.0,1981,0.002211665,B,B,39,7614,3,,1,5,A
68,42,2.0,67.07601253142803,32.00953479501489,11.0,16,24.0,2007,0.158249043,B,B,21,5731,0,,1,0,B
8010,45,1.0,39.21998013253014,,0.0,22,0.0,1977,0.195781053,B,B,23,5212,6,,3,2,B
12788,26,1.0,32.30064182816375,32.17945656294755,5.0,7,5.0,1962,0.0,B,B,36,6714,2,2672.0,0,2,B
6466,52,1.0,41.64080813687673,,1.0,15,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
8560,37,2.0,57.97907378040711,,10.0,7,20.0,2020,0.178916796,B,B,18,3594,4,192.0,1,5,B
14019,27,2.0,78.71874479987338,,1.0,6,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A
1858,100,1.0,29.58575823133833,16.761099968482206,5.0,3,8.0,1959,0.200146802,B,B,23,3975,8,770.0,2,0,B
1261,45,2.0,40.50241481369879,24.3079804082572,5.0,1,12.0,1965,0.014423114,B,B,19,3806,4,,0,3,B
1054,42,4.0,96.82315118483191,64.06519789804841,11.0,5,12.0,2006,0.158249043,B,B,21,5731,0,,1,0,B
15664,47,2.0,73.04660921472451,51.9408419817037,9.0,22,22.0,2007,0.101872465,B,B,23,4583,3,,3,3,B
12873,44,1.0,40.51356833860889,18.106263366461835,9.0,16,26.0,2007,0.232205084,B,B,24,4860,1,80.0,0,3,B
5615,6,2.0,57.66271738856253,36.87998289514661,9.0,7,9.0,2013,0.243204519,B,B,5,1564,0,540.0,0,0,B
15057,178,2.0,55.08731987921566,33.57933695799419,7.0,4,5.0,1956,0.212515361,B,B,19,3293,16,628.0,3,7,B
15064,26,1.0,35.277543211451984,21.589414540882483,5.0,3,5.0,1967,0.0,B,B,36,6714,2,2672.0,0,2,B
14593,27,2.0,62.25699264533561,,0.0,2,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B
2359,53,2.0,60.73449830521805,42.793560850180576,10.0,17,24.0,2020,0.049637257,B,B,34,7759,0,229.0,1,3,B
56,8,2.0,65.81016592669467,36.66376811484208,12.0,4,17.0,2006,0.092290642,B,B,21,4346,2,165.0,1,2,B
15248,2,3.0,99.00970911385905,58.47001645351887,12.0,15,16.0,1991,0.035145267,B,B,42,9292,3,2620.0,0,3,B
1907,23,1.0,42.09387762284546,38.88585707994032,1.0,4,4.0,2014,0.034656082,B,B,0,168,0,,0,0,B
14823,27,1.0,38.12496278590432,37.360788855206586,1.0,23,25.0,2015,0.072157581,B,B,2,629,1,,0,0,A
10262,27,2.0,69.19644016928157,,0.0,10,0.0,1977,0.017647053,B,B,2,469,0,,0,0,B
10299,6,2.0,65.76006806091783,,1.0,10,17.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
281,46,2.0,48.216438310547545,32.20618508022063,6.0,7,9.0,1971,0.0,B,B,47,11319,0,1145.0,3,5,B
6624,27,1.0,42.41379292852747,42.43488662634184,10.0,12,17.0,2017,0.011654127,B,B,4,915,0,,0,0,B
4976,52,2.0,45.87749808411965,30.578283348672443,5.0,9,9.0,1982,0.371148999,B,B,34,7065,1,750.0,2,5,B
14296,27,2.0,62.1420496427643,,1.0,8,17.0,1977,0.072157581,B,B,2,629,1,,0,0,A
1110,62,1.0,42.167966021879465,,1.0,9,17.0,1977,0.072157581,B,B,2,629,1,,0,0,A
12112,27,3.0,83.4746666936134,3.5366729098750014,1.0,2,17.0,2017,0.072157581,B,B,2,629,1,,0,0,A
6071,84,2.0,47.3913990667911,34.36565149423574,6.0,3,5.0,1962,0.149666373,B,B,22,4789,2,4087.0,4,1,B
10335,27,1.0,29.66689546137525,18.00869389029555,6.0,5,5.0,1979,0.07542368,B,B,11,3097,0,,0,0,B
2122,6,1.0,40.88120881819028,,1.0,15,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
11482,8,2.0,47.78468689733569,29.63045607112053,6.0,2,9.0,1982,0.219006007,B,B,28,6746,3,,1,4,B
11593,6,1.0,41.4685227245276,39.270827749538,1.0,5,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
15780,29,2.0,39.30487715687144,23.84721954763169,7.0,10,9.0,1967,0.069660344,B,B,31,6119,4,,1,2,B
4799,4,2.0,67.31385382276201,38.39385873477155,10.0,8,9.0,1963,0.327018035,B,B,12,2270,23,2500.0,1,0,B
4176,0,2.0,42.96746158847596,29.40784130754601,5.0,5,5.0,1962,0.319809354,B,B,25,4756,16,2857.0,5,8,B
9484,8,2.0,47.99687247107247,29.968061351153747,5.0,11,12.0,1968,0.43788524,B,B,23,5735,3,1084.0,0,5,B
3352,113,1.0,78.24039417529103,75.5955757782687,0.0,5,12.0,2017,0.050755569,B,B,24,5469,1,145.0,0,1,B
2471,2,2.0,48.172968708932885,29.9242044182394,6.0,4,9.0,1974,0.0,B,B,33,7425,1,,2,5,B
11228,6,1.0,79.09204793622216,5.7986639628099725,1.0,3,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
7295,1,2.0,62.76890540941108,61.244800401711295,0.0,10,22.0,1977,0.007122317,B,B,1,264,0,,0,1,B
4256,53,1.0,41.42639923761112,19.35909745175071,8.0,15,16.0,1981,0.049637257,B,B,34,7759,0,229.0,1,3,B
1711,1,2.0,65.93223417201695,66.30371474941171,1.0,14,22.0,1977,0.007122317,B,B,1,264,0,,0,1,B
13563,180,2.0,61.5800839225731,39.647901682300414,6.0,10,16.0,1974,0.037316452,B,B,32,6748,93,562.0,4,10,B
14869,27,3.0,46.69936040168936,,0.0,23,25.0,1977,0.072157581,B,B,2,629,1,,0,0,A
998,103,1.0,42.33803196694316,20.922626767601365,8.0,6,14.0,2001,0.151346216,B,A,32,5889,10,830.0,4,1,B
1476,12,1.0,41.83742401125364,21.046614333888645,8.0,14,16.0,1981,0.090799103,B,B,74,19083,2,,5,15,B
13258,94,1.0,32.81533648860806,22.544629273571537,6.0,6,9.0,1972,0.282797669,B,B,33,8667,2,,0,6,B
11100,18,1.0,51.73750759592284,30.524222511095232,1.0,2,1.0,1977,0.0,B,B,30,5562,0,,0,5,A
11660,86,3.0,87.37217663976958,55.5133163275889,8.0,5,8.0,1957,0.161975568,B,A,31,7010,5,4508.0,3,7,B
6886,155,1.0,33.07777294208548,17.98219482650871,7.0,7,12.0,1972,0.042307271,B,B,17,2810,9,4849.0,3,6,B
14448,74,2.0,71.2579450064489,,1.0,5,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
6559,156,2.0,41.254053658023054,25.173372773289262,6.0,3,12.0,1966,0.007658515,B,B,35,7077,56,2301.0,3,19,B
5873,52,2.0,52.76871775000173,,0.0,13,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
4669,27,1.0,85.23154022644158,5.144774701033423,1.0,3,1.0,1977,0.017647053,B,B,2,469,0,,0,0,B
6045,28,2.0,45.21785906144059,26.754449040347986,5.0,9,9.0,1970,0.118537385,B,B,30,6207,1,1183.0,1,0,B
4247,35,1.0,36.707589817208905,19.419572167171868,6.0,13,12.0,1973,0.089039719,B,B,33,7976,5,,0,11,B
14074,62,2.0,49.46631619613606,33.57166717979121,6.0,2,9.0,1976,0.002211665,B,B,39,7614,3,,1,5,A
11393,27,2.0,57.635228337567256,31.439755542164672,10.0,13,16.0,2005,0.07542368,B,B,11,3097,0,,0,0,B
841,27,1.0,56.667831977242,23.594230205475803,12.0,4,9.0,1999,0.017647053,B,B,2,469,0,,0,0,B
9232,78,2.0,55.10106855485424,32.97352923541845,10.0,14,17.0,2002,0.092290642,B,B,21,4346,2,165.0,1,2,B
4820,22,1.0,42.35996399073461,,1.0,7,17.0,1977,0.118537385,B,B,30,6207,1,1183.0,1,0,B
14669,75,1.0,28.76735283810825,16.443666056432008,5.0,4,9.0,1979,0.307466659,B,A,30,5048,9,325.0,2,5,B
4259,58,2.0,61.41106823159557,34.50331099199222,10.0,1,16.0,1984,0.43788524,B,B,23,5735,3,1084.0,0,5,B
14493,55,2.0,62.01539575327692,36.71857097759533,10.0,9,17.0,1997,0.041365446,B,B,31,5569,0,,1,4,B
7386,21,1.0,42.95187913113054,22.91574323231957,8.0,12,14.0,1992,0.194489265,B,B,47,8004,3,125.0,3,5,B
6683,9,3.0,87.91666659104847,,1.0,5,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
9942,1,3.0,125.0705824836986,5.152488395714611,1.0,4,14.0,2015,0.007122317,B,B,1,264,0,,0,1,B
5102,103,3.0,52.30670258670207,35.36560211641908,6.0,6,5.0,1963,0.151346216,B,A,32,5889,10,830.0,4,1,B
12215,61,3.0,65.82849495054819,41.96699798437575,8.0,14,12.0,1984,0.300322518,B,B,52,10311,6,,1,9,B
1105,9,3.0,105.35105075828406,5.589868809746228,1.0,11,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
9851,25,1.0,36.09594407739888,20.39146147105411,6.0,7,5.0,1987,0.069753361,B,B,53,13670,4,,1,11,B
12113,160,2.0,47.99410631463466,29.109380075284054,5.0,8,9.0,1978,0.0,B,B,39,8647,0,810.0,0,5,B
15471,3,1.0,35.87615246760468,18.853164511623504,6.0,8,9.0,1974,0.050900058,B,B,43,10621,1,30.0,2,3,B
13659,109,4.0,100.16436432188688,66.52340540548944,10.0,8,18.0,1983,0.0,B,B,25,5027,4,46.0,1,1,B
13280,21,3.0,54.55015221777687,38.809645637029696,6.0,9,9.0,1976,0.034331497,B,B,25,5487,3,,0,4,B
4720,11,1.0,35.62432828179276,21.286495738789423,10.0,6,12.0,1975,0.012338886,B,B,35,5776,1,2078.0,2,4,B
